amount,merchant,country,card_last4,is_fraud
126.6,coffee-shop,CA,6843,0
181.09,utilities,US,2276,0
53.08,pharmacy,US,5810,0
168.82,pharmacy,FR,8808,0
235.61,utilities,FR,2279,0
381.15,streaming,GB,9879,0
230.4,ride-share,AU,3345,0
27.36,ride-share,US,1779,0
384.85,pharmacy,JP,1527,0
270.6,coffee-shop,US,9885,0
76.3,grocery,AU,6322,0
94.75,pharmacy,GB,7449,0
5743.02,luxury-goods,DE,2572,1
53.4,ride-share,CA,1126,0
361.63,coffee-shop,US,3369,0
327.52,pharmacy,CA,9891,0
125.5,coffee-shop,CA,7519,0
4.96,coffee-shop,CA,6541,0
100.24,streaming,AU,8043,0
231.3,pharmacy,US,7476,0
337.37,streaming,US,2869,0
73.47,utilities,DE,7501,0
264.31,pharmacy,GB,6447,0
19.38,coffee-shop,US,8810,0
366.69,pharmacy,DE,3559,0
165.69,utilities,US,6041,0
10665.04,pharmacy,DE,7388,1
84.53,grocery,CA,1199,0
270.9,ride-share,US,6542,0
159.88,grocery,US,2236,0
299.97,ride-share,CA,1352,0
98.43,ride-share,US,4573,0
69.89,grocery,GB,2903,0
214.79,ride-share,US,0183,0
63.09,streaming,US,0564,0
213.85,ride-share,DE,8566,0
287.13,grocery,US,5051,0
240.09,grocery,FR,3305,0
151.11,coffee-shop,US,0262,0
395.74,streaming,JP,1035,0
353.15,pharmacy,US,2736,0
15271.24,pharmacy,FR,3105,1
373.86,ride-share,AU,1979,0
44.14,streaming,US,6588,0
6.77,coffee-shop,CA,1081,0
112.83,utilities,US,1103,0
165.62,utilities,CA,1668,0
316.92,utilities,US,1552,0
392.6,pharmacy,US,2177,0
254.87,pharmacy,US,7899,0
12206.29,crypto-exchange,DE,8372,1
94.51,utilities,DE,0217,0
247.31,grocery,US,7020,0
248.67,grocery,US,8171,0
62.36,coffee-shop,DE,3900,0
240.03,ride-share,DE,5385,0
128.38,grocery,GB,6797,0
116.81,grocery,US,5427,0
83.92,grocery,AU,4068,0
279.12,coffee-shop,GB,6250,0
75.05,pharmacy,US,8055,0
272.45,luxury-goods,CA,2057,1
237.87,coffee-shop,US,1280,0
187.9,coffee-shop,DE,4012,0
243.13,streaming,US,7344,0
82.16,ride-share,US,5891,0
68.77,ride-share,CA,9984,0
304.61,ride-share,US,6249,0
35.13,streaming,GB,2503,0
71.93,ride-share,CA,7431,0
225.73,ride-share,US,2238,0
79.89,coffee-shop,US,8203,0
150.95,ride-share,AU,6465,0
150.51,ride-share,US,9638,0
17888.59,coffee-shop,DE,9266,1
305.65,streaming,FR,5711,0
196.47,pharmacy,US,0945,0
370.75,pharmacy,US,7827,0
975.95,pharmacy,NK,2422,1
183.28,pharmacy,US,4053,0
380.81,coffee-shop,US,1512,0
366.92,ride-share,DE,1316,0
77.15,ride-share,US,6993,0
122.28,utilities,DE,6271,0
294.11,pharmacy,JP,1790,0
311.12,streaming,FR,4407,0
372.15,ride-share,DE,0105,0
326.92,grocery,US,6845,0
262.5,pharmacy,CA,2890,0
282.21,coffee-shop,CA,8234,0
181.36,coffee-shop,US,0966,0
324.05,coffee-shop,US,6697,0
365.36,grocery,JP,2721,0
8790.38,utilities,US,5605,1
1273.06,gift-cards,AU,1651,1
1147.55,grocery,NK,1586,1
317.13,ride-share,GB,4355,0
190.35,streaming,GB,5514,0
356.28,streaming,FR,5918,0
152.62,grocery,AU,5410,0
3.23,pharmacy,CA,2275,0
16061.28,utilities,JP,4072,1
248.1,pharmacy,JP,8436,0
76.8,pharmacy,AU,5278,0
1320.28,pharmacy,IR,7279,1
194.85,pharmacy,GB,1333,0
375.76,ride-share,AU,1645,0
118.96,coffee-shop,DE,8520,0
314.38,pharmacy,CA,2094,0
36.66,pharmacy,AU,7648,0
179.62,grocery,CA,8858,0
86.23,pharmacy,DE,1728,0
286.87,coffee-shop,AU,5349,0
306.99,coffee-shop,DE,7803,0
268.9,pharmacy,US,8757,0
197.8,pharmacy,US,3666,0
307.0,utilities,US,5623,0
287.54,pharmacy,DE,9206,0
175.91,coffee-shop,US,1895,0
46.33,streaming,FR,3082,0
48.21,streaming,US,5134,0
231.61,grocery,US,9667,0
339.15,ride-share,US,5980,0
373.7,coffee-shop,CA,9856,0
44.42,grocery,GB,7546,0
326.83,streaming,JP,8189,0
60.68,streaming,US,0562,0
124.94,pharmacy,US,9403,0
331.82,ride-share,US,6171,0
296.84,pharmacy,NK,3687,1
22.92,coffee-shop,JP,6419,0
326.37,coffee-shop,AU,8977,0
170.13,ride-share,AU,6412,0
212.08,streaming,US,3196,0
220.11,grocery,US,9509,0
23.54,pharmacy,US,2681,0
177.87,ride-share,US,2372,0
322.13,coffee-shop,DE,0149,0
342.74,grocery,DE,2418,0
393.11,pharmacy,JP,0922,0
389.72,coffee-shop,AU,1922,0
260.74,utilities,CA,2434,0
162.79,grocery,US,6498,0
275.82,coffee-shop,DE,6150,0
396.48,pharmacy,DE,7596,0
260.82,streaming,GB,7292,0
49.76,grocery,US,8351,0
235.57,utilities,CA,1549,0
74.08,ride-share,AU,7105,0
51.84,streaming,US,8806,0
325.52,grocery,US,8788,0
212.97,grocery,CA,9580,0
327.89,pharmacy,US,3399,0
359.25,coffee-shop,JP,2948,0
16808.21,luxury-goods,NK,2110,1
261.75,grocery,GB,0573,0
51.64,streaming,US,8919,0
390.89,pharmacy,US,4925,0
1016.0,ride-share,NK,9454,1
126.55,streaming,GB,8365,0
41.41,grocery,US,3081,0
342.72,coffee-shop,AU,9865,0
237.53,streaming,US,6914,0
450.16,pharmacy,NK,6554,1
378.01,pharmacy,CA,2346,0
30.08,pharmacy,US,3156,0
226.33,pharmacy,JP,9911,0
328.98,streaming,AU,7104,0
385.68,coffee-shop,US,2041,0
274.22,ride-share,US,1457,0
134.74,streaming,US,3698,0
40.98,coffee-shop,US,1720,0
51.15,utilities,DE,5022,0
323.11,grocery,GB,9374,0
221.51,utilities,US,0785,0
378.71,ride-share,US,8711,0
353.04,ride-share,CA,2090,0
275.29,pharmacy,US,2070,0
227.89,streaming,US,6064,0
101.15,utilities,CA,7500,0
394.53,ride-share,CA,4519,0
209.2,pharmacy,JP,3748,0
343.45,streaming,CA,5123,0
254.6,grocery,DE,1534,0
24.85,pharmacy,US,8074,0
6.26,ride-share,DE,2235,0
206.97,pharmacy,JP,2042,0
247.28,pharmacy,US,6962,0
300.37,coffee-shop,AU,8652,0
18.86,ride-share,AU,8577,0
71.58,streaming,JP,8416,0
22.26,ride-share,US,6115,0
136.51,pharmacy,US,8832,0
343.41,streaming,US,4809,0
2.89,pharmacy,GB,3562,0
371.79,pharmacy,CA,0580,0
357.21,ride-share,US,0096,0
132.76,streaming,US,5729,0
76.09,streaming,US,7058,0
35.73,utilities,JP,6729,0
195.99,coffee-shop,FR,4098,0
159.35,streaming,US,2984,0
109.25,ride-share,DE,7198,0
142.79,ride-share,US,3251,0
115.39,coffee-shop,US,5426,0
65.8,coffee-shop,AU,4354,0
196.65,ride-share,FR,2087,0
306.23,ride-share,CA,6370,0
383.16,grocery,US,5638,0
307.42,coffee-shop,US,5605,0
239.64,grocery,CA,4742,0
34.88,ride-share,US,2498,0
76.37,streaming,FR,4317,0
100.45,ride-share,US,1688,0
201.93,coffee-shop,US,9686,0
61.19,grocery,US,0628,0
78.49,coffee-shop,CA,3270,0
22.28,ride-share,GB,3791,0
171.58,grocery,CA,0846,0
109.16,streaming,AU,6849,0
358.25,coffee-shop,US,0854,0
130.01,streaming,CA,9937,0
75.57,ride-share,US,4986,0
268.24,pharmacy,GB,2134,0
297.03,streaming,FR,9648,0
149.89,pharmacy,US,9573,0
355.1,coffee-shop,GB,9860,0
235.45,pharmacy,FR,3160,0
370.35,grocery,AU,5618,0
190.73,coffee-shop,GB,2517,0
1132.8,gift-cards,GB,9180,1
358.18,ride-share,GB,1923,0
28.95,ride-share,GB,8255,0
68.44,streaming,DE,2112,0
382.41,grocery,FR,3116,0
160.2,pharmacy,GB,8412,0
67.88,utilities,US,6393,0
110.05,coffee-shop,US,9369,0
279.3,utilities,CA,8602,0
341.29,streaming,DE,9046,0
91.12,utilities,US,0640,0
376.93,streaming,AU,4430,0
22.5,coffee-shop,AU,3440,0
2.56,streaming,GB,6047,0
378.68,utilities,US,2189,0
245.37,streaming,AU,0170,0
89.27,streaming,US,0256,0
391.55,utilities,US,6258,0
104.42,pharmacy,GB,9025,0
177.99,streaming,US,9529,0
343.57,ride-share,US,3796,0
174.69,coffee-shop,AU,1535,0
184.84,coffee-shop,US,8036,0
73.8,streaming,US,2669,0
327.36,pharmacy,GB,1137,0
171.71,ride-share,AU,6594,0
211.66,pharmacy,FR,0193,0
152.39,grocery,US,0222,0
258.5,grocery,US,1369,0
375.56,utilities,US,0153,0
44.32,pharmacy,FR,1392,0
193.21,utilities,JP,2672,0
192.61,coffee-shop,US,4382,0
50.98,grocery,US,4861,0
354.81,ride-share,US,3675,0
10166.13,crypto-exchange,IR,3700,1
274.4,pharmacy,JP,1841,0
396.33,coffee-shop,US,4617,0
247.05,grocery,US,1389,0
242.59,coffee-shop,CA,5486,0
272.41,coffee-shop,JP,4940,0
116.23,grocery,US,8179,0
373.29,pharmacy,FR,0035,0
391.26,pharmacy,US,2421,0
289.09,ride-share,FR,1854,0
383.91,streaming,US,5292,0
74.39,ride-share,US,8097,0
277.98,ride-share,GB,5463,0
377.72,coffee-shop,US,9000,0
214.44,utilities,GB,3770,0
233.22,ride-share,GB,3593,0
95.61,grocery,US,0281,0
190.62,coffee-shop,AU,0976,0
145.62,coffee-shop,US,2361,0
221.5,ride-share,US,3679,0
425.5,gift-cards,JP,2344,1
12.49,ride-share,US,1736,0
31.36,utilities,JP,0494,0
58.23,coffee-shop,US,9325,0
167.76,coffee-shop,CA,2295,0
280.03,streaming,CA,5526,0
258.65,grocery,US,2554,0
12141.77,streaming,FR,2627,1
14878.46,crypto-exchange,IR,9372,1
284.32,ride-share,AU,4453,0
209.56,coffee-shop,FR,6560,0
89.12,coffee-shop,JP,9163,0
32.73,pharmacy,CA,5131,0
163.23,ride-share,US,6086,0
79.5,grocery,US,5942,0
338.95,grocery,US,2666,0
28.0,utilities,US,5064,0
82.29,grocery,US,1393,0
226.79,utilities,AU,7926,0
212.36,streaming,NK,5843,1
383.58,utilities,US,6400,0
389.59,pharmacy,DE,5428,0
297.1,grocery,CA,2460,0
11631.25,luxury-goods,IR,2641,1
186.32,pharmacy,US,3794,0
323.38,pharmacy,US,2638,0
201.64,pharmacy,GB,8573,0
137.88,coffee-shop,US,5903,0
376.18,grocery,JP,6350,0
398.81,utilities,US,2496,0
397.77,grocery,FR,2336,0
125.2,grocery,CA,7451,0
373.75,coffee-shop,US,9445,0
37.51,coffee-shop,DE,7548,0
190.36,streaming,FR,7242,0
57.9,grocery,AU,7999,0
649.33,utilities,NK,7222,1
338.24,streaming,US,6769,0
106.61,pharmacy,US,0934,0
99.44,utilities,US,1725,0
64.97,ride-share,JP,3654,0
185.99,grocery,US,7675,0
360.25,ride-share,US,2953,0
367.15,ride-share,FR,3268,0
27.66,streaming,AU,7967,0
